Materials and Supplies-Water Operating Fund-Law-Books and Other Publications,12261
Equipment-Water Operating Fund-Law-Computer Equipment & Peripherals,500
Purchase of Services-Water Operating Fund-Law-Court Reporters,187328
Purchase of Services-Water Operating Fund-Law-Information Technology-prof Service,9223
Purchase of Services-Water Operating Fund-Law-Legal Services,675
Personal Services-Water Operating Fund-Law-Perm Full Time-civilian,2120998
Personal Services-Water Operating Fund-Law-Plus/minus Gross Adj,1265
Materials and Supplies-Water Operating Fund-Law-Printing,3902
Purchase of Services-Water Operating Fund-Law-Professional Consult/spec Services,445493
Purchase of Services-Water Operating Fund-Law-Rents,13308
Purchase of Services-Water Operating Fund-Law-Repair and Maintenance Charges,6959
Personal Services-Water Operating Fund-Law-Salary Control,70351
Purchase of Services-Water Operating Fund-Law-Transportation,111
Purchase of Services-Grants Revenue Fund-Law-Information Technology-prof Service,148871
Purchase of Services-Grants Revenue Fund-Law-Professional Consult/spec Services,28026
Purchase of Services-Airport Operating Fund-Law-Court Reporters,1161
Purchase of Services-Airport Operating Fund-Law-Legal Services,394600
Personal Services-Airport Operating Fund-Law-Overtime-civilian,86
Personal Services-Airport Operating Fund-Law-Perm Full Time-civilian,1342298
Personal Services-Airport Operating Fund-Law-Perm Part Time,49330
Personal Services-Airport Operating Fund-Law-Plus/minus Gross Adj,465
Purchase of Services-Airport Operating Fund-Law-Professional Consult/spec Services,32545
Purchase of Services-Airport Operating Fund-Law-Seminar and Training Sessions,4000
Purchase of Services-Airport Operating Fund-Law-Transportation,89
Personal Services-Community Development Fund-Law-Perm Full Time-civilian,147174
Personal Services-Community Development Fund-Law-Plus/minus Gross Adj,99
Purchase of Services-General Operating Fund-Board of Ethics-Advertising/Promotional Activities,500
Materials and Supplies-General Operating Fund-Board of Ethics-Books and Other Publications,1579
Equipment-General Operating Fund-Board of Ethics-Computer Equipment & Peripherals,1804
Purchase of Services-General Operating Fund-Board of Ethics-Court Reporters,2225
Purchase of Services-General Operating Fund-Board of Ethics-Maint/support-computr Hardware/soft,1173
Materials and Supplies-General Operating Fund-Board of Ethics-Office Materials and Supplies,3550
Purchase of Services-General Operating Fund-Board of Ethics-Other Expenses (Not Otherwise Classified),365
Personal Services-General Operating Fund-Board of Ethics-Perm Full Time-civilian,731390
Personal Services-General Operating Fund-Board of Ethics-Plus/minus Gross Adj,10284
Purchase of Services-General Operating Fund-Board of Ethics-Postage,1526
Materials and Supplies-General Operating Fund-Board of Ethics-Printing,20
Purchase of Services-General Operating Fund-Board of Ethics-Repair and Maintenance Charges,6014
Purchase of Services-General Operating Fund-Board of Ethics-Seminar and Training Sessions,2886
Purchase of Services-General Operating Fund-Board of Ethics-Telephone,146
Purchase of Services-General Operating Fund-Board of Ethics-Transportation,4444
Purchase of Services-General Operating Fund-Mayor's Office of Transportation-Dues,2595
Personal Services-General Operating Fund-Mayor's Office of Transportation-Perm Full Time-civilian,517553
Personal Services-General Operating Fund-Mayor's Office of Transportation-Plus/minus Gross Adj,188
Purchase of Services-General Operating Fund-Mayor's Office of Transportation-Professional Consult/spec Services,60001
Purchase of Services-General Operating Fund-Mayor's Office of Transportation-Purchase of Services Control,116000
Purchase of Services-General Operating Fund-Mayor's Office of Transportation-Seminar and Training Sessions,9761
Purchase of Services-General Operating Fund-Mayor's Office of Transportation-Transportation,2840
Personal Services-Water Operating Fund-Mayor's Office of Transportation-Perm Full Time-civilian,208176
Purchase of Services-Grants Revenue Fund-Mayor's Office of Transportation-Commercial off-shelf Comp Software,329
Purchase of Services-Grants Revenue Fund-Mayor's Office of Transportation-Dues,8514
Equipment-Grants Revenue Fund-Mayor's Office of Transportation-Furniture and Furnishings,410
Materials and Supplies-Grants Revenue Fund-Mayor's Office of Transportation-Office Materials and Supplies,550
Personal Services-Grants Revenue Fund-Mayor's Office of Transportation-Perm Full Time-civilian,69697
Materials and Supplies-Grants Revenue Fund-Mayor's Office of Transportation-Printing,20
Purchase of Services-Grants Revenue Fund-Mayor's Office of Transportation-Seminar and Training Sessions,2808
Purchase of Services-Grants Revenue Fund-Mayor's Office of Transportation-Transportation,1099
Personal Services-Airport Operating Fund-Mayor's Office of Transportation-Perm Full Time-civilian,171170
Purchase of Services-General Operating Fund-Youth Commission-Advertising/Promotional Activities,5700
Materials and Supplies-General Operating Fund-Youth Commission-Dry Goods/notions/wearing Apparel,2160
Purchase of Services-General Operating Fund-Youth Commission-Meals-non-travel & officl Entertain,811
Materials and Supplies-General Operating Fund-Youth Commission-Office Materials and Supplies,159
Personal Services-General Operating Fund-Youth Commission-Perm Full Time-civilian,70828
Personal Services-General Operating Fund-Youth Commission-Plus/minus Gross Adj,400
Personal Services-General Operating Fund-Youth Commission-Temporary/seasonal,1460
Purchase of Services-General Operating Fund-Youth Commission-Transportation,1633
Purchase of Services-General Operating Fund-Mayor-Office of The Inspector General-Dues,1150
Purchase of Services-General Operating Fund-Mayor-Office of The Inspector General-Information Technology-prof Service,832
Purchase of Services-General Operating Fund-Mayor-Office of The Inspector General-Legal Services,147
Purchase of Services-General Operating Fund-Mayor-Office of The Inspector General-Meals-non-travel & officl Entertain,693
Materials and Supplies-General Operating Fund-Mayor-Office of The Inspector General-Office Materials and Supplies,2982
Personal Services-General Operating Fund-Mayor-Office of The Inspector General-Perm Full Time-civilian,1207630
Personal Services-General Operating Fund-Mayor-Office of The Inspector General-Plus/minus Gross Adj,361
Materials and Supplies-General Operating Fund-Mayor-Office of The Inspector General-Printing,64
Purchase of Services-General Operating Fund-Mayor-Office of The Inspector General-Professional Consult/spec Services,151195
Purchase of Services-General Operating Fund-Mayor-Office of The Inspector General-Rent/Lease-Purchase Computer Equipment,3809
Purchase of Services-General Operating Fund-Mayor-Office of The Inspector General-Repair and Maintenance Charges,169
Personal Services-General Operating Fund-Mayor-Office of The Inspector General-Salary Control,7500
Purchase of Services-General Operating Fund-Mayor-Office of The Inspector General-Seminar and Training Sessions,14449
Purchase of Services-General Operating Fund-Mayor-Office of The Inspector General-Transportation,9738
Purchase of Services-Grants Revenue Fund-Mayor-Office of The Inspector General-Professional Consult/spec Services,8000
Personal Services-General Operating Fund-Mayors Office-Mural Arts Program-Overtime-civilian,8218
Personal Services-General Operating Fund-Mayors Office-Mural Arts Program-Perm Full Time-civilian,438187
Personal Services-General Operating Fund-Mayors Office-Mural Arts Program-Plus/minus Gross Adj,-898
Purchase of Services-General Operating Fund-Mayors Office-Mural Arts Program-Professional Consult/spec Services,1139896
Personal Services-General Operating Fund-Mayors Office-Mural Arts Program-Salary Control,842
Personal Services-General Operating Fund-City Planning Commission-Board,2560
Materials and Supplies-General Operating Fund-City Planning Commission-Books and Other Publications,631
Materials and Supplies-General Operating Fund-City Planning Commission-Building and Construction,29
Purchase of Services-General Operating Fund-City Planning Commission-Commercial off-shelf Comp Software,5196
Equipment-General Operating Fund-City Planning Commission-Computer Equipment & Peripherals,25192
Purchase of Services-General Operating Fund-City Planning Commission-Court Reporters,125
Purchase of Services-General Operating Fund-City Planning Commission-Dues,2303
Materials and Supplies-General Operating Fund-City Planning Commission-Electrical and Communication,170
"Personal Services-General Operating Fund-City Planning Commission-Holiday ""G""(2/3 Shifts)",75
Materials and Supplies-General Operating Fund-City Planning Commission-Hospital and Laboratory,115
Purchase of Services-General Operating Fund-City Planning Commission-Meals-non-travel & officl Entertain,1711
Materials and Supplies-General Operating Fund-City Planning Commission-Office Materials and Supplies,8656
Personal Services-General Operating Fund-City Planning Commission-Overtime-civilian,150
Personal Services-General Operating Fund-City Planning Commission-Perm Full Time-civilian,2083280
Personal Services-General Operating Fund-City Planning Commission-Plus/minus Gross Adj,55397
Purchase of Services-General Operating Fund-City Planning Commission-Postage,610
"Materials and Supplies-General Operating Fund-City Planning Commission-Precision, Photographic and Artists",2509
Materials and Supplies-General Operating Fund-City Planning Commission-Printing,102
Purchase of Services-General Operating Fund-City Planning Commission-Professional Consult/spec Services,10167
Purchase of Services-General Operating Fund-City Planning Commission-Rents,26676
Purchase of Services-General Operating Fund-City Planning Commission-Repair and Maintenance Charges,609
Personal Services-General Operating Fund-City Planning Commission-Salary Control,51095
Purchase of Services-General Operating Fund-City Planning Commission-Seminar and Training Sessions,15151
Purchase of Services-General Operating Fund-City Planning Commission-Telephone,50
Purchase of Services-General Operating Fund-City Planning Commission-Transportation,9520
Personal Services-Grants Revenue Fund-City Planning Commission-FICA Taxes,3225
Personal Services-Grants Revenue Fund-City Planning Commission-Group Legal Insurance,144
Personal Services-Grants Revenue Fund-City Planning Commission-Group Life Insurance,36
Purchase of Services-Grants Revenue Fund-City Planning Commission-Meals-non-travel & officl Entertain,210
Personal Services-Grants Revenue Fund-City Planning Commission-Medical Health & Welfare Credit,10982
Personal Services-Grants Revenue Fund-City Planning Commission-Medicare Tax,754
Payments to Other Funds-Grants Revenue Fund-City Planning Commission-Payments To General Fund,318
Personal Services-Grants Revenue Fund-City Planning Commission-Pension-actual,5004
Personal Services-Grants Revenue Fund-City Planning Commission-Perm Full Time-civilian,84371
Personal Services-Grants Revenue Fund-City Planning Commission-Plus/minus Gross Adj,2000
Purchase of Services-Grants Revenue Fund-City Planning Commission-Professional Consult/spec Services,299565
Purchase of Services-Grants Revenue Fund-City Planning Commission-Seminar and Training Sessions,20
Purchase of Services-Grants Revenue Fund-City Planning Commission-Transportation,1254
Personal Services-Grants Revenue Fund-City Planning Commission-Worker's Comp-disability Comp,985
Personal Services-Community Development Fund-City Planning Commission-Perm Full Time-civilian,231826
Personal Services-Community Development Fund-City Planning Commission-Plus/minus Gross Adj,7219
Personal Services-Community Development Fund-City Planning Commission-Salary Control,27621
Materials and Supplies-General Operating Fund-Free Library-Agricultural and Botanical,703
Equipment-General Operating Fund-Free Library-Agricultural and Botanical,5882
Materials and Supplies-General Operating Fund-Free Library-Building and Construction,24614
Purchase of Services-General Operating Fund-Free Library-Cleaning and Laundering,19317
Purchase of Services-General Operating Fund-Free Library-Commercial off-shelf Comp Software,81274
Equipment-General Operating Fund-Free Library-Computer Equipment & Peripherals,26513
Materials and Supplies-General Operating Fund-Free Library-Dry Goods/notions/wearing Apparel,10765
Purchase of Services-General Operating Fund-Free Library-Dues,165
Materials and Supplies-General Operating Fund-Free Library-Electrical and Communication,21130
Materials and Supplies-General Operating Fund-Free Library-Fire Fighting and Safety,499
Equipment-General Operating Fund-Free Library-Furniture and Furnishings,26555
Materials and Supplies-General Operating Fund-Free Library-General Hardware and Minor Tools,4067
"Personal Services-General Operating Fund-Free Library-Holiday ""G""(2/3 Shifts)",7363
Materials and Supplies-General Operating Fund-Free Library-Hospital and Laboratory,2971
Equipment-General Operating Fund-Free Library-Janitorial and Laundry,972
Purchase of Services-General Operating Fund-Free Library-Janitorial Services,29999
"Materials and Supplies-General Operating Fund-Free Library-Janitorial, Laundry and Household",66906
Materials and Supplies-General Operating Fund-Free Library-Library Materials,1663215
Purchase of Services-General Operating Fund-Free Library-Licenses Permits Inspection Charges,98
Purchase of Services-General Operating Fund-Free Library-Maint/support-computr Hardware/soft,166494
Purchase of Services-General Operating Fund-Free Library-Meals-non-travel & officl Entertain,24944
Equipment-General Operating Fund-Free Library-Office Equipment,4761
Materials and Supplies-General Operating Fund-Free Library-Office Materials and Supplies,84823
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Free Library-Other Non-automotive",11000
Personal Services-General Operating Fund-Free Library-Overtime-civilian,1252355
Personal Services-General Operating Fund-Free Library-Perm Full Time-civilian,26370883
Personal Services-General Operating Fund-Free Library-Perm Part Time,700674
Materials and Supplies-General Operating Fund-Free Library-Plumbing/air Conditioning/space Htg,1830
Equipment-General Operating Fund-Free Library-Plumbing/air Conditioning/space Htg,6159
Personal Services-General Operating Fund-Free Library-Plus/minus Gross Adj,614803
"Materials and Supplies-General Operating Fund-Free Library-Precision, Photographic and Artists",24002
Materials and Supplies-General Operating Fund-Free Library-Printing,22466
Purchase of Services-General Operating Fund-Free Library-Professional Consult/spec Services,772939
Purchase of Services-General Operating Fund-Free Library-Refuse/garbage/silt/sludge Removal,668
Purchase of Services-General Operating Fund-Free Library-Rents,18585
Purchase of Services-General Operating Fund-Free Library-Repair and Maintenance Charges,684078
Personal Services-General Operating Fund-Free Library-Salary Control,178555
Purchase of Services-General Operating Fund-Free Library-Seminar and Training Sessions,1709
Personal Services-General Operating Fund-Free Library-Shift,49162
Personal Services-General Operating Fund-Free Library-Sick Pay(b Time)-civilian,24663
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Free Library-Sidewalk Falls",175000
Materials and Supplies-General Operating Fund-Free Library-Small Power Tools and Hand Tools,3825
Purchase of Services-General Operating Fund-Free Library-Telephone,909413
Personal Services-General Operating Fund-Free Library-Temporary/seasonal,1602986
Purchase of Services-General Operating Fund-Free Library-Transportation,7312
Purchase of Services-Grants Revenue Fund-Free Library-Advertising/Promotional Activities,625
Materials and Supplies-Grants Revenue Fund-Free Library-Agricultural and Botanical,1244
Equipment-Grants Revenue Fund-Free Library-Agricultural and Botanical,6539
"Equipment-Grants Revenue Fund-Free Library-Bakeshop, Dining Room and Kitchen",6156
Materials and Supplies-Grants Revenue Fund-Free Library-Books and Other Publications,3500
Materials and Supplies-Grants Revenue Fund-Free Library-Building and Construction,185871
Materials and Supplies-Grants Revenue Fund-Free Library-Chemicals and Gases,10344
Purchase of Services-Grants Revenue Fund-Free Library-Cleaning and Laundering,39508
Purchase of Services-Grants Revenue Fund-Free Library-Commercial off-shelf Comp Software,36508
Equipment-Grants Revenue Fund-Free Library-Computer Equipment & Peripherals,49675
"Equipment-Grants Revenue Fund-Free Library-Construction, Dredging, Conveying",1039
Materials and Supplies-Grants Revenue Fund-Free Library-Dry Goods/notions/wearing Apparel,31296
Purchase of Services-Grants Revenue Fund-Free Library-Dues,32857
Materials and Supplies-Grants Revenue Fund-Free Library-Electrical and Communication,89891
Equipment-Grants Revenue Fund-Free Library-Electrical Lighting Communication,32942
Personal Services-Grants Revenue Fund-Free Library-FICA Taxes,8456
Materials and Supplies-Grants Revenue Fund-Free Library-Fire Fighting and Safety,383
Equipment-Grants Revenue Fund-Free Library-Furniture and Furnishings,31655
Materials and Supplies-Grants Revenue Fund-Free Library-Gasoline,380
Materials and Supplies-Grants Revenue Fund-Free Library-General Equipment and Machinery,6500
Equipment-Grants Revenue Fund-Free Library-General Equipment and Machinery,7613
Materials and Supplies-Grants Revenue Fund-Free Library-General Hardware and Minor Tools,57048
Purchase of Services-Grants Revenue Fund-Free Library-Ground and Building Rental,793567
Personal Services-Grants Revenue Fund-Free Library-Group Legal Insurance,381
Personal Services-Grants Revenue Fund-Free Library-Group Life Insurance,609
"Personal Services-Grants Revenue Fund-Free Library-Holiday ""G""(2/3 Shifts)",220
Materials and Supplies-Grants Revenue Fund-Free Library-Hospital and Laboratory,73
Equipment-Grants Revenue Fund-Free Library-Hospital and Laboratory,1745
Equipment-Grants Revenue Fund-Free Library-Janitorial and Laundry,4568
Purchase of Services-Grants Revenue Fund-Free Library-Janitorial Services,67850
"Materials and Supplies-Grants Revenue Fund-Free Library-Janitorial, Laundry and Household",28088
Materials and Supplies-Grants Revenue Fund-Free Library-Library Materials,2205287
Purchase of Services-Grants Revenue Fund-Free Library-Licenses Permits Inspection Charges,1293
Purchase of Services-Grants Revenue Fund-Free Library-Maint/support-computr Hardware/soft,187681
Purchase of Services-Grants Revenue Fund-Free Library-Meals-non-travel & officl Entertain,32525
Personal Services-Grants Revenue Fund-Free Library-Medical Health & Welfare Credit,47938
Personal Services-Grants Revenue Fund-Free Library-Medicare Tax,1589
Equipment-Grants Revenue Fund-Free Library-Office Equipment,4550
Materials and Supplies-Grants Revenue Fund-Free Library-Office Materials and Supplies,103253
Personal Services-Grants Revenue Fund-Free Library-Overtime-civilian,53194
Personal Services-Grants Revenue Fund-Free Library-Pension-actual,39013
Personal Services-Grants Revenue Fund-Free Library-Pension-obligation Bond Payments,18380
Personal Services-Grants Revenue Fund-Free Library-Perm Full Time-civilian,1044121
Personal Services-Grants Revenue Fund-Free Library-Perm Part Time,30688
Materials and Supplies-Grants Revenue Fund-Free Library-Plumbing/air Conditioning/space Htg,38899
Equipment-Grants Revenue Fund-Free Library-Plumbing/air Conditioning/space Htg,13528
Personal Services-Grants Revenue Fund-Free Library-Plus/minus Gross Adj,37931
Purchase of Services-Grants Revenue Fund-Free Library-Postage,143000
"Equipment-Grants Revenue Fund-Free Library-Precision, Photographic and Artists",1299
"Materials and Supplies-Grants Revenue Fund-Free Library-Precision, Photographic and Artists",29124
Materials and Supplies-Grants Revenue Fund-Free Library-Printing,67084
Purchase of Services-Grants Revenue Fund-Free Library-Professional Consult/spec Services,659888
Materials and Supplies-Grants Revenue Fund-Free Library-Recreational and Educational,2665
Purchase of Services-Grants Revenue Fund-Free Library-Refuse/garbage/silt/sludge Removal,946
Purchase of Services-Grants Revenue Fund-Free Library-Rent/Lease-Purchase Computer Equipment,533885
Purchase of Services-Grants Revenue Fund-Free Library-Rents,461668
Purchase of Services-Grants Revenue Fund-Free Library-Repair and Maintenance Charges,683579
Personal Services-Grants Revenue Fund-Free Library-Salary Control,27428
Purchase of Services-Grants Revenue Fund-Free Library-Seminar and Training Sessions,31938
Personal Services-Grants Revenue Fund-Free Library-Shift,1494
Personal Services-Grants Revenue Fund-Free Library-Sick Pay(b Time)-civilian,4870
Materials and Supplies-Grants Revenue Fund-Free Library-Small Power Tools and Hand Tools,18082
Purchase of Services-Grants Revenue Fund-Free Library-Telephone,30315
Personal Services-Grants Revenue Fund-Free Library-Temporary/seasonal,25834
Purchase of Services-Grants Revenue Fund-Free Library-Transportation,81604
Personal Services-Grants Revenue Fund-Free Library-Worker's Comp-disability Comp,4094
Purchase of Services-Undistributed Pension Funds-Board of Pensions-Accounting and Auditing Services,70000
Materials and Supplies-Undistributed Pension Funds-Board of Pensions-Books and Other Publications,1191
Purchase of Services-Undistributed Pension Funds-Board of Pensions-Commercial off-shelf Comp Software,28189
Equipment-Undistributed Pension Funds-Board of Pensions-Computer Equipment & Peripherals,4288
Purchase of Services-Undistributed Pension Funds-Board of Pensions-Court Reporters,7489
Purchase of Services-Undistributed Pension Funds-Board of Pensions-Dues,345
Materials and Supplies-Undistributed Pension Funds-Board of Pensions-Electrical and Communication,7
Personal Services-Undistributed Pension Funds-Board of Pensions-FICA Taxes,194976
Personal Services-Undistributed Pension Funds-Board of Pensions-Flex Cash,32
Materials and Supplies-Undistributed Pension Funds-Board of Pensions-Food,3852
Materials and Supplies-Undistributed Pension Funds-Board of Pensions-General Hardware and Minor Tools,158
Personal Services-Undistributed Pension Funds-Board of Pensions-Group Legal Insurance,5736
Personal Services-Undistributed Pension Funds-Board of Pensions-Group Life Insurance,10647
Materials and Supplies-Undistributed Pension Funds-Board of Pensions-Hospital and Laboratory,5
Purchase of Services-Undistributed Pension Funds-Board of Pensions-Information Technology-prof Service,204375
Purchase of Services-Undistributed Pension Funds-Board of Pensions-Lease Payments-phila Municipal Auth,770000
Purchase of Services-Undistributed Pension Funds-Board of Pensions-Legal Services,54176
Purchase of Services-Undistributed Pension Funds-Board of Pensions-Licenses Permits Inspection Charges,99
Purchase of Services-Undistributed Pension Funds-Board of Pensions-Maint/support-computr Hardware/soft,1000
Personal Services-Undistributed Pension Funds-Board of Pensions-Medical Health & Welfare Credit,815609
Personal Services-Undistributed Pension Funds-Board of Pensions-Medicare Tax,47097
Equipment-Undistributed Pension Funds-Board of Pensions-Office Equipment,695
Materials and Supplies-Undistributed Pension Funds-Board of Pensions-Office Materials and Supplies,20205
Payments to Other Funds-Undistributed Pension Funds-Board of Pensions-Payments To General Fund,178885
Personal Services-Undistributed Pension Funds-Board of Pensions-Pension-actual,1259627
Personal Services-Undistributed Pension Funds-Board of Pensions-Pension-obligation Bond Payments,675971
Personal Services-Undistributed Pension Funds-Board of Pensions-Perm Full Time-civilian,3282973
Personal Services-Undistributed Pension Funds-Board of Pensions-Perm Part Time,1173
Personal Services-Undistributed Pension Funds-Board of Pensions-Plus/minus Gross Adj,14686
Purchase of Services-Undistributed Pension Funds-Board of Pensions-Postage,95783
"Materials and Supplies-Undistributed Pension Funds-Board of Pensions-Precision, Photographic and Artists",7929
Materials and Supplies-Undistributed Pension Funds-Board of Pensions-Printing,27441
Purchase of Services-Undistributed Pension Funds-Board of Pensions-Professional Consult/spec Services,495722
Purchase of Services-Undistributed Pension Funds-Board of Pensions-Refuse/garbage/silt/sludge Removal,650
Purchase of Services-Undistributed Pension Funds-Board of Pensions-Rents,300
Purchase of Services-Undistributed Pension Funds-Board of Pensions-Repair and Maintenance Charges,8640
Personal Services-Undistributed Pension Funds-Board of Pensions-Salary Control,74144
Purchase of Services-Undistributed Pension Funds-Board of Pensions-Seminar and Training Sessions,1280
Purchase of Services-Undistributed Pension Funds-Board of Pensions-Telephone,3125
Purchase of Services-Undistributed Pension Funds-Board of Pensions-Transportation,12613
Personal Services-Undistributed Pension Funds-Board of Pensions-Worker's Comp-disability Comp,66073
Purchase of Services-General Operating Fund-Commission On Human Relations-Advertising/Promotional Activities,99
Personal Services-General Operating Fund-Commission On Human Relations-Board,27030
Materials and Supplies-General Operating Fund-Commission On Human Relations-Books and Other Publications,493
Purchase of Services-General Operating Fund-Commission On Human Relations-Commercial off-shelf Comp Software,49
Purchase of Services-General Operating Fund-Commission On Human Relations-Court Reporters,17316
Purchase of Services-General Operating Fund-Commission On Human Relations-Dues,1523
Purchase of Services-General Operating Fund-Commission On Human Relations-Janitorial Services,155
Purchase of Services-General Operating Fund-Commission On Human Relations-Maint/support-computr Hardware/soft,1154
Purchase of Services-General Operating Fund-Commission On Human Relations-Meals-non-travel & officl Entertain,86
Materials and Supplies-General Operating Fund-Commission On Human Relations-Office Materials and Supplies,8635
Personal Services-General Operating Fund-Commission On Human Relations-Perm Full Time-civilian,1651340
Personal Services-General Operating Fund-Commission On Human Relations-Plus/minus Gross Adj,43586
Purchase of Services-General Operating Fund-Commission On Human Relations-Postage,25
"Equipment-General Operating Fund-Commission On Human Relations-Precision, Photographic and Artists",189
Materials and Supplies-General Operating Fund-Commission On Human Relations-Printing,199
Purchase of Services-General Operating Fund-Commission On Human Relations-Professional Consult/spec Services,1498
Purchase of Services-General Operating Fund-Commission On Human Relations-Repair and Maintenance Charges,2363
Personal Services-General Operating Fund-Commission On Human Relations-Salary Control,22678
Purchase of Services-General Operating Fund-Commission On Human Relations-Seminar and Training Sessions,1057
Purchase of Services-General Operating Fund-Commission On Human Relations-Telephone,53
Purchase of Services-General Operating Fund-Commission On Human Relations-Transportation,4122
Personal Services-General Operating Fund-Civil Service Commission-Board,56875
Materials and Supplies-General Operating Fund-Civil Service Commission-Office Materials and Supplies,294
Personal Services-General Operating Fund-Civil Service Commission-Perm Full Time-civilian,89711
Purchase of Services-General Operating Fund-Civil Service Commission-Professional Consult/spec Services,29500
Purchase of Services-General Operating Fund-Personnel-Advertising/Promotional Activities,1499
Materials and Supplies-General Operating Fund-Personnel-Books and Other Publications,7723
Equipment-General Operating Fund-Personnel-Computer Equipment & Peripherals,3574
Materials and Supplies-General Operating Fund-Personnel-Dry Goods/notions/wearing Apparel,400
Personal Services-General Operating Fund-Personnel-Dual/relief-full time-civilian,275960
Purchase of Services-General Operating Fund-Personnel-Dues,12592
Equipment-General Operating Fund-Personnel-Furniture and Furnishings,4745
Materials and Supplies-General Operating Fund-Personnel-General Hardware and Minor Tools,16
"Personal Services-General Operating Fund-Personnel-Holiday ""G""(2/3 Shifts)",1101
Materials and Supplies-General Operating Fund-Personnel-Hospital and Laboratory,11950
Purchase of Services-General Operating Fund-Personnel-Maint/support-computr Hardware/soft,27233
Purchase of Services-General Operating Fund-Personnel-Meals-non-travel & officl Entertain,6861
Equipment-General Operating Fund-Personnel-Office Equipment,415
Materials and Supplies-General Operating Fund-Personnel-Office Materials and Supplies,19211
Personal Services-General Operating Fund-Personnel-Overtime-civilian,75485
Personal Services-General Operating Fund-Personnel-Perm Full Time-civilian,4009547
Personal Services-General Operating Fund-Personnel-Perm Part Time,25762
Personal Services-General Operating Fund-Personnel-Plus/minus Gross Adj,18514
Purchase of Services-General Operating Fund-Personnel-Postage,16267
"Materials and Supplies-General Operating Fund-Personnel-Precision, Photographic and Artists",6081
Materials and Supplies-General Operating Fund-Personnel-Printing,2093
Purchase of Services-General Operating Fund-Personnel-Professional Consult/spec Services,481696
Purchase of Services-General Operating Fund-Personnel-Rent/Lease-Purchase Computer Equipment,1819
Purchase of Services-General Operating Fund-Personnel-Rents,19631
Purchase of Services-General Operating Fund-Personnel-Repair and Maintenance Charges,9689
Personal Services-General Operating Fund-Personnel-Salary Control,22066
Purchase of Services-General Operating Fund-Personnel-Seminar and Training Sessions,47882
Personal Services-General Operating Fund-Personnel-Shift,6
Personal Services-General Operating Fund-Personnel-Sick Pay(b Time)-civilian,2413
Purchase of Services-General Operating Fund-Personnel-Telephone,403
Personal Services-General Operating Fund-Personnel-Temporary/seasonal,117245
Purchase of Services-General Operating Fund-Personnel-Transportation,267387
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Office of Arts & Culture-Contributions-ed & Non-prof Rec Org",230688
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Office of Arts & Culture-Contributions-gov & Non-prof Not Ed",1840000
Purchase of Services-General Operating Fund-Office of Arts & Culture-Dues,250
Materials and Supplies-General Operating Fund-Office of Arts & Culture-Food,300
Purchase of Services-General Operating Fund-Office of Arts & Culture-Meals-non-travel & officl Entertain,900
Materials and Supplies-General Operating Fund-Office of Arts & Culture-Office Materials and Supplies,155
Personal Services-General Operating Fund-Office of Arts & Culture-Perm Full Time-civilian,96492
Personal Services-General Operating Fund-Office of Arts & Culture-Plus/minus Gross Adj,20
Purchase of Services-General Operating Fund-Office of Arts & Culture-Professional Consult/spec Services,390800
Personal Services-General Operating Fund-Office of Arts & Culture-Salary Control,1944
Purchase of Services-General Operating Fund-Office of Property Assessments-Advertising/Promotional Activities,9831
Materials and Supplies-General Operating Fund-Office of Property Assessments-Books and Other Publications,21186
Materials and Supplies-General Operating Fund-Office of Property Assessments-Building and Construction,320
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Office of Property Assessments-Civil Rights",7500
Equipment-General Operating Fund-Office of Property Assessments-Computer Equipment & Peripherals,72375
Purchase of Services-General Operating Fund-Office of Property Assessments-Court Reporters,116
Purchase of Services-General Operating Fund-Office of Property Assessments-Dues,10314
Equipment-General Operating Fund-Office of Property Assessments-Electrical Lighting Communication,2273
Materials and Supplies-General Operating Fund-Office of Property Assessments-General Hardware and Minor Tools,306
"Personal Services-General Operating Fund-Office of Property Assessments-Holiday ""G""(2/3 Shifts)",183
Purchase of Services-General Operating Fund-Office of Property Assessments-Information Technology-prof Service,48750
"Materials and Supplies-General Operating Fund-Office of Property Assessments-Janitorial, Laundry and Household",948
Purchase of Services-General Operating Fund-Office of Property Assessments-Maint/support-computr Hardware/soft,10322
Equipment-General Operating Fund-Office of Property Assessments-Office Equipment,2583
Materials and Supplies-General Operating Fund-Office of Property Assessments-Office Materials and Supplies,53039
Personal Services-General Operating Fund-Office of Property Assessments-Overtime-civilian,12496
Personal Services-General Operating Fund-Office of Property Assessments-Perm Full Time-civilian,8922440
Personal Services-General Operating Fund-Office of Property Assessments-Plus/minus Gross Adj,300122
Purchase of Services-General Operating Fund-Office of Property Assessments-Postage,150725
"Materials and Supplies-General Operating Fund-Office of Property Assessments-Precision, Photographic and Artists",54528
Materials and Supplies-General Operating Fund-Office of Property Assessments-Printing,203908
Purchase of Services-General Operating Fund-Office of Property Assessments-Professional Consult/spec Services,863541
Purchase of Services-General Operating Fund-Office of Property Assessments-Rental of Parking Spaces,370
Purchase of Services-General Operating Fund-Office of Property Assessments-Rents,420
