FY,Character_Title,Fund_Title,Department_Title,SubObjTitle,budget
2013,Purchase of Services,Grants Revenue Fund,City Planning Commission,Professional Consult/spec Services,419999.28
2013,Purchase of Services,General Operating Fund,City Representative,Professional Consult/spec Services,489682.61
2013,Purchase of Services,General Operating Fund,City Treasurer,Professional Consult/spec Services,97702
2013,Purchase of Services,General Operating Fund,Civil Service Commission,Professional Consult/spec Services,29500
2013,Purchase of Services,General Operating Fund,Commerce,Professional Consult/spec Services,1608409.31
2013,Purchase of Services,Grants Revenue Fund,Commerce,Professional Consult/spec Services,1997849
2013,Purchase of Services,Airport Operating Fund,Commerce,Professional Consult/spec Services,22163366.65
2013,Purchase of Services,Community Development Fund,Commerce,Professional Consult/spec Services,2495132
2013,Purchase of Services,General Operating Fund,Commission On Human Relations,Professional Consult/spec Services,3322.46
2013,Purchase of Services,General Operating Fund,Director of Finance,Professional Consult/spec Services,1432350.19
2013,Purchase of Services,General Operating Fund,District Attorney,Professional Consult/spec Services,1134851.82
2013,Purchase of Services,Grants Revenue Fund,District Attorney,Professional Consult/spec Services,503158.11
2013,Purchase of Services,General Operating Fund,Fire,Professional Consult/spec Services,3427995.93
2013,Purchase of Services,Grants Revenue Fund,Fire,Professional Consult/spec Services,934153.01
2013,Purchase of Services,Airport Operating Fund,Fire,Professional Consult/spec Services,15000
2013,Purchase of Services,General Operating Fund,Fleet Management,Professional Consult/spec Services,197385.85
2013,Purchase of Services,Water Operating Fund,Fleet Management,Professional Consult/spec Services,16297.7
2013,Purchase of Services,Airport Operating Fund,Fleet Management,Professional Consult/spec Services,336
2013,Purchase of Services,General Operating Fund,Free Library,Professional Consult/spec Services,637120.3
2013,Purchase of Services,Grants Revenue Fund,Free Library,Professional Consult/spec Services,474543.57
2013,Purchase of Services,General Operating Fund,Health,Professional Consult/spec Services,60305198.24
2013,Purchase of Services,Grants Revenue Fund,Health,Professional Consult/spec Services,57132022.77
2013,Purchase of Services,Acute Care Hospital Assessment Fund,Health,Professional Consult/spec Services,142023182.8
2013,Purchase of Services,General Operating Fund,Historical Commission,Professional Consult/spec Services,221.5
2013,Purchase of Services,General Operating Fund,Human Services,Professional Consult/spec Services,21248050.35
2013,Purchase of Services,Grants Revenue Fund,Human Services,Professional Consult/spec Services,83930862.74
2013,Purchase of Services,General Operating Fund,Law,Professional Consult/spec Services,3541546.59
2013,Purchase of Services,Water Operating Fund,Law,Professional Consult/spec Services,18369.9
2013,Purchase of Services,Grants Revenue Fund,Law,Professional Consult/spec Services,47000
2013,Purchase of Services,General Operating Fund,Licenses & Inspections,Professional Consult/spec Services,521856.14
2013,Purchase of Services,Grants Revenue Fund,Licenses & Inspections,Professional Consult/spec Services,6650.98
2013,Purchase of Services,General Operating Fund,Managing Director,Professional Consult/spec Services,7634083.91
2013,Purchase of Services,Grants Revenue Fund,Managing Director,Professional Consult/spec Services,2416245.29
2013,Purchase of Services,General Operating Fund,Mayor-Office of The Inspector General,Professional Consult/spec Services,77043.9
2013,Purchase of Services,General Operating Fund,Mayor's Office,Professional Consult/spec Services,386302
2013,Purchase of Services,Grants Revenue Fund,Mayor's Office,Professional Consult/spec Services,1642.5
2013,Purchase of Services,General Operating Fund,Mayor's Office of Transportation,Professional Consult/spec Services,3250
2013,Purchase of Services,Grants Revenue Fund,Mayor's Office of Transportation,Professional Consult/spec Services,233789.44
2013,Purchase of Services,Grants Revenue Fund,Mayor's Office-Community Services,Professional Consult/spec Services,1307397
2013,Purchase of Services,General Operating Fund,Mayors Office-Mural Arts Program,Professional Consult/spec Services,501800
2013,Purchase of Services,General Operating Fund,MDO-Office of Technology,Professional Consult/spec Services,79429
2013,Purchase of Services,General Operating Fund,Office of Arts & Culture,Professional Consult/spec Services,390800
2013,Purchase of Services,Grants Revenue Fund,Office of Arts & Culture,Professional Consult/spec Services,5550
2013,Purchase of Services,General Operating Fund,Office of Housing,Professional Consult/spec Services,2520000
2013,Purchase of Services,Grants Revenue Fund,Office of Housing,Professional Consult/spec Services,61411447.58
2013,Purchase of Services,Community Development Fund,Office of Housing,Professional Consult/spec Services,33438672.68
2013,Purchase of Services,Housing Trust Fund,Office of Housing,Professional Consult/spec Services,13288724
2013,Purchase of Services,General Operating Fund,Office of Beh Health & Int Disab Services,Professional Consult/spec Services,745892.79
2013,Purchase of Services,Healthchoices Behavioral Health Fund,Office of Beh Health & Int Disab Services,Professional Consult/spec Services,11263931
2013,Purchase of Services,Grants Revenue Fund,Office of Beh Health & Int Disab Services,Professional Consult/spec Services,43022263
2013,Purchase of Services,General Operating Fund,Office of Property Assessments,Professional Consult/spec Services,2727115.34
2013,Purchase of Services,General Operating Fund,Office of Supportive Housing,Professional Consult/spec Services,5506254.92
2013,Purchase of Services,Grants Revenue Fund,Office of Supportive Housing,Professional Consult/spec Services,21862817.36
2013,Purchase of Services,General Operating Fund,Personnel,Professional Consult/spec Services,481731.6
2013,Purchase of Services,General Operating Fund,Police,Professional Consult/spec Services,1741954.96
2013,Purchase of Services,Grants Revenue Fund,Police,Professional Consult/spec Services,509266.38
2013,Purchase of Services,General Operating Fund,Prisons,Professional Consult/spec Services,86855299.5
2013,Purchase of Services,Grants Revenue Fund,Prisons,Professional Consult/spec Services,226483.32
2013,Purchase of Services,General Operating Fund,Procurement,Professional Consult/spec Services,30635.5
2013,Purchase of Services,General Operating Fund,Public Property,Professional Consult/spec Services,80669136.66
2013,Purchase of Services,General Operating Fund,Records,Professional Consult/spec Services,716464.06
2013,Purchase of Services,General Operating Fund,Recreation,Professional Consult/spec Services,5023253.58
2013,Purchase of Services,Grants Revenue Fund,Recreation,Professional Consult/spec Services,447602
2013,Purchase of Services,General Operating Fund,Register of Wills,Professional Consult/spec Services,149.5
2013,Purchase of Services,General Operating Fund,Revenue,Professional Consult/spec Services,1217920.42
2013,Purchase of Services,Water Operating Fund,Revenue,Professional Consult/spec Services,257682.86
2013,Purchase of Services,Grants Revenue Fund,Revenue,Professional Consult/spec Services,5483258.95
2013,Purchase of Services,General Operating Fund,Sheriff,Professional Consult/spec Services,1489
2013,Purchase of Services,General Operating Fund,Sinking Fund Commission,Professional Consult/spec Services,4500
2013,Purchase of Services,General Operating Fund,Streets,Professional Consult/spec Services,4188615.87
2013,Purchase of Services,Grants Revenue Fund,Streets,Professional Consult/spec Services,6638183.81
2013,Purchase of Services,Water Operating Fund,Water,Professional Consult/spec Services,35669200.24
2013,Purchase of Services,General Operating Fund,Youth Commission,Professional Consult/spec Services,4368.7
2013,Purchase of Services,General Operating Fund,Managing Director,Purchase of Services Control,8403.19
2013,Purchase of Services,Grants Revenue Fund,Managing Director,Purchase of Services Control,44616.25
2013,Purchase of Services,General Operating Fund,Mayor's Office of Transportation,Purchase of Services Control,75020.21
2013,Purchase of Services,Grants Revenue Fund,Mayor's Office-Community Services,Purchase of Services Control,877.97
2013,Purchase of Services,General Operating Fund,Commerce,Purchase Services-imprest Advances,100
2013,Purchase of Services,General Operating Fund,Fire,Purchase Services-imprest Advances,3093.06
2013,Purchase of Services,General Operating Fund,Health,Purchase Services-imprest Advances,3500
2013,Purchase of Services,Grants Revenue Fund,Health,Purchase Services-imprest Advances,7532.69
2013,Purchase of Services,General Operating Fund,Human Services,Purchase Services-imprest Advances,1933.89
2013,Purchase of Services,Grants Revenue Fund,Human Services,Purchase Services-imprest Advances,7073.61
2013,Purchase of Services,General Operating Fund,Licenses & Inspections,Purchase Services-imprest Advances,300
2013,Purchase of Services,General Operating Fund,Police,Purchase Services-imprest Advances,2313.48
2013,Purchase of Services,Grants Revenue Fund,Police,Purchase Services-imprest Advances,924.05
2013,Purchase of Services,General Operating Fund,Records,Purchase Services-imprest Advances,1163.5
2013,Purchase of Services,General Operating Fund,Recreation,Purchase Services-imprest Advances,1169.69
2013,Purchase of Services,General Operating Fund,Streets,Purchase Services-imprest Advances,6897.13
2013,Purchase of Services,Water Operating Fund,Water,Purchase Services-imprest Advances,20000
2013,Materials and Supplies,General Operating Fund,City Council,Recreational and Educational,165
2013,Materials and Supplies,General Operating Fund,Free Library,Recreational and Educational,5625.99
2013,Materials and Supplies,Grants Revenue Fund,Free Library,Recreational and Educational,308.82
2013,Materials and Supplies,Grants Revenue Fund,Health,Recreational and Educational,3992.54
2013,Materials and Supplies,General Operating Fund,Human Services,Recreational and Educational,2010.51
2013,Materials and Supplies,Grants Revenue Fund,Human Services,Recreational and Educational,4027.6
2013,Materials and Supplies,General Operating Fund,Licenses & Inspections,Recreational and Educational,2799.91
2013,Materials and Supplies,General Operating Fund,Managing Director,Recreational and Educational,862.56
2013,Materials and Supplies,Grants Revenue Fund,Mayor's Office-Community Services,Recreational and Educational,4276.32
2013,Materials and Supplies,General Operating Fund,Office of Supportive Housing,Recreational and Educational,702.03
2013,Materials and Supplies,Grants Revenue Fund,Office of Supportive Housing,Recreational and Educational,137.72
2013,Materials and Supplies,General Operating Fund,Police,Recreational and Educational,69297.19
2013,Materials and Supplies,Grants Revenue Fund,Police,Recreational and Educational,3479
2013,Equipment,Grants Revenue Fund,Police,Recreational and Educational,69690
2013,Materials and Supplies,General Operating Fund,Prisons,Recreational and Educational,1802.65
2013,Materials and Supplies,General Operating Fund,Recreation,Recreational and Educational,83636.74
2013,Equipment,General Operating Fund,Recreation,Recreational and Educational,3363.51
2013,Materials and Supplies,Grants Revenue Fund,Recreation,Recreational and Educational,3334
2013,Materials and Supplies,General Operating Fund,Revenue,Recreational and Educational,440
2013,Materials and Supplies,General Operating Fund,Sheriff,Recreational and Educational,2630.8
2013,Materials and Supplies,General Operating Fund,Streets,Recreational and Educational,2204.32
2013,Materials and Supplies,Water Operating Fund,Water,Recreational and Educational,1871.99
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Director of Finance,Refunds,35.97
2013,Purchase of Services,Undistributed Pension Funds,Board of Pensions,Refuse/garbage/silt/sludge Removal,95
2013,Purchase of Services,General Operating Fund,City Commissioners,Refuse/garbage/silt/sludge Removal,853.6
2013,Purchase of Services,General Operating Fund,City Council,Refuse/garbage/silt/sludge Removal,528.06
2013,Purchase of Services,General Operating Fund,City Planning Commission,Refuse/garbage/silt/sludge Removal,158.66
2013,Purchase of Services,Airport Operating Fund,Commerce,Refuse/garbage/silt/sludge Removal,393553.94
2013,Purchase of Services,Grants Revenue Fund,Free Library,Refuse/garbage/silt/sludge Removal,2074.58
2013,Purchase of Services,General Operating Fund,Health,Refuse/garbage/silt/sludge Removal,194585.87
2013,Purchase of Services,Grants Revenue Fund,Health,Refuse/garbage/silt/sludge Removal,2772.44
2013,Purchase of Services,General Operating Fund,Police,Refuse/garbage/silt/sludge Removal,43427.46
2013,Purchase of Services,General Operating Fund,Prisons,Refuse/garbage/silt/sludge Removal,27686.91
2013,Purchase of Services,General Operating Fund,Public Property,Refuse/garbage/silt/sludge Removal,71.64
2013,Purchase of Services,General Operating Fund,Recreation,Refuse/garbage/silt/sludge Removal,4639.89
2013,Purchase of Services,General Operating Fund,Revenue,Refuse/garbage/silt/sludge Removal,1521.29
2013,Purchase of Services,Water Operating Fund,Revenue,Refuse/garbage/silt/sludge Removal,1521.29
2013,Purchase of Services,General Operating Fund,Streets,Refuse/garbage/silt/sludge Removal,34881798.71
2013,Purchase of Services,Special Gasoline Tax Fund,Streets,Refuse/garbage/silt/sludge Removal,297615
2013,Purchase of Services,Water Operating Fund,Water,Refuse/garbage/silt/sludge Removal,3224336.75
2013,Personal Services,General Operating Fund,Director of Finance,Reg 32-rate 1,878504.44
2013,Purchase of Services,General Operating Fund,Public Property,Rehabilitation of Property,1116.24
2013,Purchase of Services,General Operating Fund,Free Library,Rent/Lease-Purchase Computer Equipment,282559.76
2013,Purchase of Services,Grants Revenue Fund,Free Library,Rent/Lease-Purchase Computer Equipment,192959.37
2013,Purchase of Services,General Operating Fund,Human Services,Rent/Lease-Purchase Computer Equipment,1202.6
2013,Purchase of Services,Grants Revenue Fund,Human Services,Rent/Lease-Purchase Computer Equipment,2297.4
2013,Purchase of Services,General Operating Fund,Managing Director,Rent/Lease-Purchase Computer Equipment,568.78
2013,Purchase of Services,General Operating Fund,Mayor-Office of The Inspector General,Rent/Lease-Purchase Computer Equipment,823.08
2013,Purchase of Services,General Operating Fund,MDO-Office of Technology,Rent/Lease-Purchase Computer Equipment,9177654.6
2013,Purchase of Services,Water Operating Fund,MDO-Office of Technology,Rent/Lease-Purchase Computer Equipment,159055.71
2013,Purchase of Services,General Operating Fund,Prisons,Rent/Lease-Purchase Computer Equipment,18611.8
2013,Purchase of Services,General Operating Fund,Board of Revision of Taxes,Rental of Parking Spaces,6060
2013,Purchase of Services,General Operating Fund,District Attorney,Rental of Parking Spaces,8880
2013,Purchase of Services,General Operating Fund,Fleet Management,Rental of Parking Spaces,382481.8
2013,Purchase of Services,Water Operating Fund,Fleet Management,Rental of Parking Spaces,123530
2013,Purchase of Services,Airport Operating Fund,Fleet Management,Rental of Parking Spaces,2140
2013,Purchase of Services,General Operating Fund,Health,Rental of Parking Spaces,56.5
2013,Purchase of Services,General Operating Fund,Human Services,Rental of Parking Spaces,21620.59
2013,Purchase of Services,Grants Revenue Fund,Human Services,Rental of Parking Spaces,79019.41
2013,Purchase of Services,General Operating Fund,Licenses & Inspections,Rental of Parking Spaces,41271.98
2013,Purchase of Services,Undistributed Pension Funds,Board of Pensions,Rents,462
2013,Purchase of Services,General Operating Fund,City Commissioners,Rents,186114.9
2013,Purchase of Services,General Operating Fund,City Council,Rents,99165.14
2013,Purchase of Services,General Operating Fund,City Planning Commission,Rents,27493.92
2013,Purchase of Services,General Operating Fund,City Representative,Rents,4946.32
2013,Purchase of Services,General Operating Fund,Commerce,Rents,15018747.27
2013,Purchase of Services,Airport Operating Fund,Commerce,Rents,11525325.05
2013,Purchase of Services,General Operating Fund,Director of Finance,Rents,500
2013,Purchase of Services,General Operating Fund,District Attorney,Rents,16945.82
2013,Purchase of Services,General Operating Fund,Fire,Rents,12656.94
2013,Purchase of Services,Grants Revenue Fund,Fire,Rents,185203.35
2013,Purchase of Services,General Operating Fund,Fleet Management,Rents,55700.31
2013,Purchase of Services,Water Operating Fund,Fleet Management,Rents,4220.34
2013,Purchase of Services,Airport Operating Fund,Fleet Management,Rents,4087.45
2013,Purchase of Services,General Operating Fund,Free Library,Rents,23723.28
2013,Purchase of Services,Grants Revenue Fund,Free Library,Rents,519339.62
2013,Purchase of Services,General Operating Fund,Health,Rents,29625.81
2013,Purchase of Services,Grants Revenue Fund,Health,Rents,6630.92
2013,Purchase of Services,General Operating Fund,Human Services,Rents,136738.89
2013,Purchase of Services,Grants Revenue Fund,Human Services,Rents,378703.3
2013,Purchase of Services,General Operating Fund,Law,Rents,60324.74
2013,Purchase of Services,Water Operating Fund,Law,Rents,18518.35
2013,Purchase of Services,General Operating Fund,Licenses & Inspections,Rents,7934.23
2013,Purchase of Services,General Operating Fund,Managing Director,Rents,12720.79
2013,Purchase of Services,Grants Revenue Fund,Managing Director,Rents,1199.88
2013,Purchase of Services,General Operating Fund,MDO-Office of Technology,Rents,77825
2013,Purchase of Services,Water Operating Fund,MDO-Office of Technology,Rents,58275
2013,Purchase of Services,Grants Revenue Fund,MDO-Office of Technology,Rents,600
2013,Purchase of Services,General Operating Fund,Office of Arts & Culture,Rents,575
2013,Purchase of Services,Community Development Fund,Office of Housing,Rents,1418
2013,Purchase of Services,Grants Revenue Fund,Office of Beh Health & Int Disab Services,Rents,29665.34
2013,Purchase of Services,General Operating Fund,Office of Property Assessments,Rents,1885.46
2013,Purchase of Services,General Operating Fund,Office of Supportive Housing,Rents,48439.08
2013,Purchase of Services,General Operating Fund,Personnel,Rents,33832.02
2013,Purchase of Services,General Operating Fund,Police,Rents,240757.77
2013,Purchase of Services,Grants Revenue Fund,Police,Rents,313098
2013,Purchase of Services,General Operating Fund,Prisons,Rents,204050.25
2013,Purchase of Services,General Operating Fund,Procurement,Rents,1800
2013,Purchase of Services,General Operating Fund,Public Property,Rents,2000
2013,Purchase of Services,General Operating Fund,Records,Rents,3080.52
2013,Purchase of Services,General Operating Fund,Recreation,Rents,229335.1
2013,Purchase of Services,Grants Revenue Fund,Recreation,Rents,49110
2013,Purchase of Services,General Operating Fund,Register of Wills,Rents,416
2013,Purchase of Services,General Operating Fund,Revenue,Rents,10311.21
2013,Purchase of Services,Water Operating Fund,Revenue,Rents,24365
2013,Purchase of Services,General Operating Fund,Sheriff,Rents,4592
2013,Purchase of Services,General Operating Fund,Sinking Fund Commission,Rents,61983242.27
2013,Purchase of Services,Car Rental Tax Fund,Sinking Fund Commission,Rents,5000000
2013,Purchase of Services,General Operating Fund,Streets,Rents,123533.69
2013,Purchase of Services,Special Gasoline Tax Fund,Streets,Rents,203446.75
2013,Purchase of Services,Grants Revenue Fund,Streets,Rents,110598
2013,Purchase of Services,Water Operating Fund,Water,Rents,1037122.03
2013,Purchase of Services,General Operating Fund,Board of Ethics,Repair and Maintenance Charges,2600.12
2013,Purchase of Services,Undistributed Pension Funds,Board of Pensions,Repair and Maintenance Charges,9619.08
2013,Purchase of Services,General Operating Fund,Board of Revision of Taxes,Repair and Maintenance Charges,6716
2013,Purchase of Services,General Operating Fund,City Commissioners,Repair and Maintenance Charges,475326.19
2013,Purchase of Services,Grants Revenue Fund,City Commissioners,Repair and Maintenance Charges,284150.14
2013,Purchase of Services,General Operating Fund,City Controller,Repair and Maintenance Charges,840
2013,Purchase of Services,General Operating Fund,City Council,Repair and Maintenance Charges,58672.25
2013,Purchase of Services,General Operating Fund,City Planning Commission,Repair and Maintenance Charges,1259.43
2013,Purchase of Services,General Operating Fund,City Representative,Repair and Maintenance Charges,13.5
2013,Purchase of Services,General Operating Fund,City Treasurer,Repair and Maintenance Charges,2064
2013,Purchase of Services,Airport Operating Fund,Commerce,Repair and Maintenance Charges,19463308.01
2013,Purchase of Services,General Operating Fund,Commission On Human Relations,Repair and Maintenance Charges,3633.97
2013,Purchase of Services,General Operating Fund,Director of Finance,Repair and Maintenance Charges,17874.1
2013,Purchase of Services,General Operating Fund,District Attorney,Repair and Maintenance Charges,37199.96
2013,Purchase of Services,Grants Revenue Fund,District Attorney,Repair and Maintenance Charges,6090.66
2013,Purchase of Services,General Operating Fund,Fire,Repair and Maintenance Charges,1277407.8
2013,Purchase of Services,Grants Revenue Fund,Fire,Repair and Maintenance Charges,224121.48
2013,Purchase of Services,General Operating Fund,Fleet Management,Repair and Maintenance Charges,3778803.85
2013,Purchase of Services,Water Operating Fund,Fleet Management,Repair and Maintenance Charges,697298.39
2013,Purchase of Services,Airport Operating Fund,Fleet Management,Repair and Maintenance Charges,340548.78
2013,Purchase of Services,General Operating Fund,Free Library,Repair and Maintenance Charges,455167.35
2013,Purchase of Services,Grants Revenue Fund,Free Library,Repair and Maintenance Charges,751846.29
2013,Purchase of Services,General Operating Fund,Health,Repair and Maintenance Charges,908814.6
2013,Purchase of Services,Grants Revenue Fund,Health,Repair and Maintenance Charges,225020.43
2013,Purchase of Services,Grants Revenue Fund,Historical Commission,Repair and Maintenance Charges,3737.38
2013,Purchase of Services,General Operating Fund,Human Services,Repair and Maintenance Charges,100649.13
2013,Purchase of Services,Grants Revenue Fund,Human Services,Repair and Maintenance Charges,238025.46
2013,Purchase of Services,General Operating Fund,Law,Repair and Maintenance Charges,30286.51
2013,Purchase of Services,Water Operating Fund,Law,Repair and Maintenance Charges,8582.94
2013,Purchase of Services,General Operating Fund,Licenses & Inspections,Repair and Maintenance Charges,321528.69
2013,Purchase of Services,General Operating Fund,Managing Director,Repair and Maintenance Charges,59757.82
2013,Purchase of Services,Grants Revenue Fund,Managing Director,Repair and Maintenance Charges,116858.43
2013,Purchase of Services,General Operating Fund,Mayor-Office of The Inspector General,Repair and Maintenance Charges,762.24
2013,Purchase of Services,General Operating Fund,Mayor's Office,Repair and Maintenance Charges,19739.89
2013,Purchase of Services,Grants Revenue Fund,Mayor's Office,Repair and Maintenance Charges,1654.3
2013,Purchase of Services,Grants Revenue Fund,Mayor's Office-Community Services,Repair and Maintenance Charges,5495.29
2013,Purchase of Services,General Operating Fund,Mayor's Office-Labor Relations,Repair and Maintenance Charges,65
2013,Purchase of Services,General Operating Fund,MDO-Office of Technology,Repair and Maintenance Charges,1009257.21
2013,Purchase of Services,Water Operating Fund,MDO-Office of Technology,Repair and Maintenance Charges,51447.55
2013,Purchase of Services,Community Development Fund,Office of Housing,Repair and Maintenance Charges,29173.18
2013,Purchase of Services,Grants Revenue Fund,Office of Beh Health & Int Disab Services,Repair and Maintenance Charges,69741.14
2013,Purchase of Services,General Operating Fund,Office of Property Assessments,Repair and Maintenance Charges,23231.06
2013,Purchase of Services,General Operating Fund,Office of Supportive Housing,Repair and Maintenance Charges,68872.86
2013,Purchase of Services,General Operating Fund,Personnel,Repair and Maintenance Charges,11010.08
2013,Purchase of Services,General Operating Fund,Police,Repair and Maintenance Charges,807053.2
2013,Purchase of Services,Grants Revenue Fund,Police,Repair and Maintenance Charges,218426.49
2013,Purchase of Services,General Operating Fund,Prisons,Repair and Maintenance Charges,1517591.1
2013,Purchase of Services,General Operating Fund,Procurement,Repair and Maintenance Charges,10378.78
2013,Purchase of Services,General Operating Fund,Public Property,Repair and Maintenance Charges,4800938.66
2013,Purchase of Services,General Operating Fund,Records,Repair and Maintenance Charges,94049.77
2013,Purchase of Services,General Operating Fund,Recreation,Repair and Maintenance Charges,765371.92
2013,Purchase of Services,Grants Revenue Fund,Recreation,Repair and Maintenance Charges,12603.24
2013,Purchase of Services,General Operating Fund,Register of Wills,Repair and Maintenance Charges,29718.23
2013,Purchase of Services,General Operating Fund,Revenue,Repair and Maintenance Charges,306359.1
2013,Purchase of Services,Water Operating Fund,Revenue,Repair and Maintenance Charges,60648.5
2013,Purchase of Services,General Operating Fund,Sheriff,Repair and Maintenance Charges,4388.4
2013,Purchase of Services,General Operating Fund,Streets,Repair and Maintenance Charges,954397.57
2013,Purchase of Services,County Liquid Fuels Tax Fund,Streets,Repair and Maintenance Charges,205000
2013,Purchase of Services,Special Gasoline Tax Fund,Streets,Repair and Maintenance Charges,1187226.7
2013,Purchase of Services,Water Operating Fund,Water,Repair and Maintenance Charges,7746856.13
2013,Purchase of Services,Water Operating Fund,Water,Repaving Repairing & Resurf Streets,1596989.25
2013,Purchase of Services,General Operating Fund,Police,Return of Fugitives,69083.88
2013,Personal Services,General Operating Fund,1st Judicial District,Salary Control,1204293.66
2013,Personal Services,Grants Revenue Fund,1st Judicial District,Salary Control,135008.8
2013,Personal Services,General Operating Fund,Board of Ethics,Salary Control,6849.56
2013,Personal Services,General Operating Fund,Board of Licenses & Inspections,Salary Control,1256.61
2013,Personal Services,Undistributed Pension Funds,Board of Pensions,Salary Control,13204.83
2013,Personal Services,General Operating Fund,Board of Revision of Taxes,Salary Control,5054.75
2013,Personal Services,General Operating Fund,City Commissioners,Salary Control,32062.7
2013,Personal Services,General Operating Fund,City Controller,Salary Control,4961.05
2013,Personal Services,General Operating Fund,City Council,Salary Control,31366.61
2013,Personal Services,General Operating Fund,City Planning Commission,Salary Control,7479.25
2013,Personal Services,General Operating Fund,Commerce,Salary Control,5305.58
2013,Personal Services,Airport Operating Fund,Commerce,Salary Control,319351.36
2013,Personal Services,General Operating Fund,Commission On Human Relations,Salary Control,105.77
2013,Personal Services,General Operating Fund,Director of Finance,Salary Control,675914.57
2013,Personal Services,General Operating Fund,District Attorney,Salary Control,421179.99
2013,Personal Services,Grants Revenue Fund,District Attorney,Salary Control,58554.96
2013,Personal Services,General Operating Fund,Fire,Salary Control,1135106.72
2013,Personal Services,Grants Revenue Fund,Fire,Salary Control,18116.62
2013,Personal Services,Airport Operating Fund,Fire,Salary Control,17106.27
2013,Personal Services,General Operating Fund,Fleet Management,Salary Control,167923.19
2013,Personal Services,Water Operating Fund,Fleet Management,Salary Control,177.05
2013,Personal Services,General Operating Fund,Free Library,Salary Control,205463.22
2013,Personal Services,Grants Revenue Fund,Free Library,Salary Control,83700.54
2013,Personal Services,General Operating Fund,Health,Salary Control,335813.34
2013,Personal Services,Grants Revenue Fund,Health,Salary Control,62086.11
2013,Personal Services,Acute Care Hospital Assessment Fund,Health,Salary Control,1648.7
2013,Personal Services,General Operating Fund,Historical Commission,Salary Control,2007.67
2013,Personal Services,General Operating Fund,Human Services,Salary Control,106399.95
2013,Personal Services,Grants Revenue Fund,Human Services,Salary Control,422006.6
2013,Personal Services,General Operating Fund,Law,Salary Control,99743.23
2013,Personal Services,Water Operating Fund,Law,Salary Control,30921.44
2013,Personal Services,General Operating Fund,Licenses & Inspections,Salary Control,139712.36
2013,Personal Services,General Operating Fund,Managing Director,Salary Control,52557.85
2013,Personal Services,Grants Revenue Fund,Managing Director,Salary Control,1314.31
2013,Personal Services,General Operating Fund,Mayor-Office of The Inspector General,Salary Control,2271.37
2013,Personal Services,General Operating Fund,Mayor's Office,Salary Control,22758.34
2013,Personal Services,General Operating Fund,Mayor's Office of Transportation,Salary Control,10095.97
2013,Personal Services,Grants Revenue Fund,Mayor's Office-Community Services,Salary Control,34220.3
2013,Personal Services,General Operating Fund,Mayor's Office-Labor Relations,Salary Control,58915.46
2013,Personal Services,General Operating Fund,Mayors Office-Mural Arts Program,Salary Control,2087.06
2013,Personal Services,General Operating Fund,MDO-Office of Technology,Salary Control,329894.64
2013,Personal Services,Water Operating Fund,MDO-Office of Technology,Salary Control,28349.7
2013,Personal Services,Community Development Fund,Office of Housing,Salary Control,7080.06
2013,Personal Services,General Operating Fund,Office of Beh Health & Int Disab Services,Salary Control,126131.33
2013,Personal Services,Grants Revenue Fund,Office of Beh Health & Int Disab Services,Salary Control,160880.38
2013,Personal Services,General Operating Fund,Office of Property Assessments,Salary Control,13410.06
2013,Personal Services,General Operating Fund,Office of Supportive Housing,Salary Control,88384.9
2013,Personal Services,General Operating Fund,Personnel,Salary Control,61865.28
2013,Personal Services,General Operating Fund,Police,Salary Control,7677180.38
2013,Personal Services,Airport Operating Fund,Police,Salary Control,252040.33
2013,Personal Services,General Operating Fund,Prisons,Salary Control,417552.35
2013,Personal Services,General Operating Fund,Procurement,Salary Control,76811.17
2013,Personal Services,General Operating Fund,Public Property,Salary Control,14699.2
2013,Personal Services,General Operating Fund,Records,Salary Control,69311.67
2013,Personal Services,General Operating Fund,Recreation,Salary Control,345136.11
2013,Personal Services,Grants Revenue Fund,Recreation,Salary Control,1729.55
2013,Personal Services,General Operating Fund,Revenue,Salary Control,220026.83
2013,Personal Services,Water Operating Fund,Revenue,Salary Control,21640.69
2013,Personal Services,General Operating Fund,Sheriff,Salary Control,13726.73
2013,Personal Services,General Operating Fund,Streets,Salary Control,555319.75
2013,Personal Services,Water Operating Fund,Water,Salary Control,576652.35
2013,Personal Services,General Operating Fund,Police,School Crossing Guards,10562603.71
2013,Purchase of Services,Grants Revenue Fund,1st Judicial District,Seminar and Training Sessions,2602.15
2013,Purchase of Services,General Operating Fund,Board of Ethics,Seminar and Training Sessions,2662
2013,Purchase of Services,Undistributed Pension Funds,Board of Pensions,Seminar and Training Sessions,857
2013,Purchase of Services,General Operating Fund,City Commissioners,Seminar and Training Sessions,2949
2013,Purchase of Services,Grants Revenue Fund,City Commissioners,Seminar and Training Sessions,2750
2013,Purchase of Services,General Operating Fund,City Controller,Seminar and Training Sessions,36074.42
2013,Purchase of Services,Grants Revenue Fund,City Controller,Seminar and Training Sessions,1879.5
2013,Purchase of Services,General Operating Fund,City Council,Seminar and Training Sessions,6472.48
2013,Purchase of Services,General Operating Fund,City Planning Commission,Seminar and Training Sessions,5653
2013,Purchase of Services,Grants Revenue Fund,City Planning Commission,Seminar and Training Sessions,2455
2013,Purchase of Services,General Operating Fund,City Treasurer,Seminar and Training Sessions,4067.17
2013,Purchase of Services,Grants Revenue Fund,Commerce,Seminar and Training Sessions,250
