FY,Character_Title,Fund_Title,Department_Title,SubObjTitle,budget
2014,Purchase of Services,Airport Operating Fund,Commerce,Maint/support-computr Hardware/soft,982230
2014,Purchase of Services,Airport Operating Fund,Commerce,Meals-non-travel & officl Entertain,127991
2014,Purchase of Services,Airport Operating Fund,Commerce,Mental Health & Retardation Service,150000
2014,Materials and Supplies,Airport Operating Fund,Commerce,Nautical and Aeronautical,12500
2014,Equipment,Airport Operating Fund,Commerce,Office Equipment,771
2014,Materials and Supplies,Airport Operating Fund,Commerce,Office Materials and Supplies,90040
2014,Purchase of Services,Airport Operating Fund,Commerce,Other Expenses (Not Otherwise Classified),11697
2014,"Contributions, Indemnities, Refunds, Taxes",Airport Operating Fund,Commerce,Other Miscellaneous Claims,599256
2014,Purchase of Services,Airport Operating Fund,Commerce,Overtime Meals,31145
2014,Personal Services,Airport Operating Fund,Commerce,Overtime-civilian,5221528
2014,Personal Services,Airport Operating Fund,Commerce,Overtime/shift-dual/relief,539653
2014,Payments to Other Funds,Airport Operating Fund,Commerce,Payments To General Fund,2972933
2014,Payments to Other Funds,Airport Operating Fund,Commerce,Payments To Other Funds,501700
2014,Payments to Other Funds,Airport Operating Fund,Commerce,Payments To Water Fund,3712191
2014,Personal Services,Airport Operating Fund,Commerce,Perm Full Time-civilian,29657569
2014,Materials and Supplies,Airport Operating Fund,Commerce,Plumbing/air Conditioning/space Htg,396415
2014,Equipment,Airport Operating Fund,Commerce,Plumbing/air Conditioning/space Htg,5558
2014,Personal Services,Airport Operating Fund,Commerce,Plus/minus Gross Adj,448083
2014,Purchase of Services,Airport Operating Fund,Commerce,Postage,25710
2014,Materials and Supplies,Airport Operating Fund,Commerce,"Precision, Photographic and Artists",52829
2014,Materials and Supplies,Airport Operating Fund,Commerce,Printing,38826
2014,Equipment,Airport Operating Fund,Commerce,Printing and Binding,245
2014,Purchase of Services,Airport Operating Fund,Commerce,Professional Consult/spec Services,23704256
2014,Purchase of Services,Airport Operating Fund,Commerce,Refuse/garbage/silt/sludge Removal,429775
2014,Purchase of Services,Airport Operating Fund,Commerce,Rehabilitation of Property,3681
2014,Purchase of Services,Airport Operating Fund,Commerce,Rents,16679981
2014,Purchase of Services,Airport Operating Fund,Commerce,Repair and Maintenance Charges,20806758
2014,Personal Services,Airport Operating Fund,Commerce,Salary Control,206500
2014,Purchase of Services,Airport Operating Fund,Commerce,Seminar and Training Sessions,83734
2014,Personal Services,Airport Operating Fund,Commerce,Shift,296348
2014,Personal Services,Airport Operating Fund,Commerce,Sick Pay(b Time)-civilian,129929
2014,Materials and Supplies,Airport Operating Fund,Commerce,Small Power Tools and Hand Tools,94281
2014,"Contributions, Indemnities, Refunds, Taxes",Airport Operating Fund,Commerce,Taxes,443247
2014,Purchase of Services,Airport Operating Fund,Commerce,Telephone,54448
2014,Personal Services,Airport Operating Fund,Commerce,Temporary/seasonal,655625
2014,Purchase of Services,Airport Operating Fund,Commerce,Transportation,158075
2014,Materials and Supplies,Community Development Fund,Commerce,Office Materials and Supplies,1165
2014,Personal Services,Community Development Fund,Commerce,Perm Full Time-civilian,794339
2014,Personal Services,Community Development Fund,Commerce,Plus/minus Gross Adj,2145
2014,Materials and Supplies,Community Development Fund,Commerce,"Precision, Photographic and Artists",270
2014,Purchase of Services,Community Development Fund,Commerce,Professional Consult/spec Services,3032372
2014,Purchase of Services,Community Development Fund,Commerce,Rents,10339
2014,Personal Services,Community Development Fund,Commerce,Salary Control,36886
2014,Purchase of Services,Community Development Fund,Commerce,Seminar and Training Sessions,330
2014,Purchase of Services,Community Development Fund,Commerce,Transportation,1567
2014,Purchase of Services,General Operating Fund,Law,Advertising/Promotional Activities,10363
2014,Purchase of Services,General Operating Fund,Law,Arbitration Fees,199556
2014,Purchase of Services,General Operating Fund,Law,Architectural & Engineering Srvcs,197167
2014,Materials and Supplies,General Operating Fund,Law,Books and Other Publications,153858
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Law,Civil Rights,825000
2014,Purchase of Services,General Operating Fund,Law,Commercial off-shelf Comp Software,7699
2014,Equipment,General Operating Fund,Law,Computer Equipment & Peripherals,7600
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Law,Contract Claims-city Breach Contrct,2999
2014,Purchase of Services,General Operating Fund,Law,Court Reporters,419672
2014,Purchase of Services,General Operating Fund,Law,Dues,22606
2014,Equipment,General Operating Fund,Law,Equipment Control,3290
2014,Equipment,General Operating Fund,Law,Furniture and Furnishings,1129
2014,Purchase of Services,General Operating Fund,Law,Information Technology-prof Service,267591
2014,Materials and Supplies,General Operating Fund,Law,"Janitorial, Laundry and Household",137
2014,Purchase of Services,General Operating Fund,Law,Legal Services,3018479
2014,Purchase of Services,General Operating Fund,Law,Maint/support-computr Hardware/soft,2707
2014,Materials and Supplies,General Operating Fund,Law,Office Materials and Supplies,41202
2014,Purchase of Services,General Operating Fund,Law,Overtime Meals,642
2014,Personal Services,General Operating Fund,Law,Overtime-civilian,47
2014,Personal Services,General Operating Fund,Law,Perm Full Time-civilian,6644925
2014,Personal Services,General Operating Fund,Law,Plus/minus Gross Adj,6100
2014,Purchase of Services,General Operating Fund,Law,Postage,1950
2014,Materials and Supplies,General Operating Fund,Law,"Precision, Photographic and Artists",22652
2014,Materials and Supplies,General Operating Fund,Law,Printing,11843
2014,Purchase of Services,General Operating Fund,Law,Professional Consult/spec Services,1810850
2014,Purchase of Services,General Operating Fund,Law,Rents,51803
2014,Purchase of Services,General Operating Fund,Law,Repair and Maintenance Charges,13717
2014,Personal Services,General Operating Fund,Law,Salary Control,24866
2014,Purchase of Services,General Operating Fund,Law,Seminar and Training Sessions,37029
2014,Purchase of Services,General Operating Fund,Law,Telephone,101
2014,Personal Services,General Operating Fund,Law,Temporary/seasonal,7426
2014,Purchase of Services,General Operating Fund,Law,Transportation,12454
2014,Purchase of Services,General Operating Fund,Law,Witness Fees,845
2014,Purchase of Services,Water Operating Fund,Law,Arbitration Fees,2185
2014,Purchase of Services,Water Operating Fund,Law,Architectural & Engineering Srvcs,5526
2014,Materials and Supplies,Water Operating Fund,Law,Books and Other Publications,12261
2014,Equipment,Water Operating Fund,Law,Computer Equipment & Peripherals,500
2014,Purchase of Services,Water Operating Fund,Law,Court Reporters,187328
2014,Purchase of Services,Water Operating Fund,Law,Information Technology-prof Service,9223
2014,Purchase of Services,Water Operating Fund,Law,Legal Services,675
2014,Personal Services,Water Operating Fund,Law,Perm Full Time-civilian,2120998
2014,Personal Services,Water Operating Fund,Law,Plus/minus Gross Adj,1265
2014,Materials and Supplies,Water Operating Fund,Law,Printing,3902
2014,Purchase of Services,Water Operating Fund,Law,Professional Consult/spec Services,445493
2014,Purchase of Services,Water Operating Fund,Law,Rents,13308
2014,Purchase of Services,Water Operating Fund,Law,Repair and Maintenance Charges,6959
2014,Personal Services,Water Operating Fund,Law,Salary Control,70351
2014,Purchase of Services,Water Operating Fund,Law,Transportation,111
2014,Purchase of Services,Grants Revenue Fund,Law,Information Technology-prof Service,148871
2014,Purchase of Services,Grants Revenue Fund,Law,Professional Consult/spec Services,28026
2014,Purchase of Services,Airport Operating Fund,Law,Court Reporters,1161
2014,Purchase of Services,Airport Operating Fund,Law,Legal Services,394600
2014,Personal Services,Airport Operating Fund,Law,Overtime-civilian,86
2014,Personal Services,Airport Operating Fund,Law,Perm Full Time-civilian,1342298
2014,Personal Services,Airport Operating Fund,Law,Perm Part Time,49330
2014,Personal Services,Airport Operating Fund,Law,Plus/minus Gross Adj,465
2014,Purchase of Services,Airport Operating Fund,Law,Professional Consult/spec Services,32545
2014,Purchase of Services,Airport Operating Fund,Law,Seminar and Training Sessions,4000
2014,Purchase of Services,Airport Operating Fund,Law,Transportation,89
2014,Personal Services,Community Development Fund,Law,Perm Full Time-civilian,147174
2014,Personal Services,Community Development Fund,Law,Plus/minus Gross Adj,99
2014,Purchase of Services,General Operating Fund,Board of Ethics,Advertising/Promotional Activities,500
2014,Materials and Supplies,General Operating Fund,Board of Ethics,Books and Other Publications,1579
2014,Equipment,General Operating Fund,Board of Ethics,Computer Equipment & Peripherals,1804
2014,Purchase of Services,General Operating Fund,Board of Ethics,Court Reporters,2225
2014,Purchase of Services,General Operating Fund,Board of Ethics,Maint/support-computr Hardware/soft,1173
2014,Materials and Supplies,General Operating Fund,Board of Ethics,Office Materials and Supplies,3550
2014,Purchase of Services,General Operating Fund,Board of Ethics,Other Expenses (Not Otherwise Classified),365
2014,Personal Services,General Operating Fund,Board of Ethics,Perm Full Time-civilian,731390
2014,Personal Services,General Operating Fund,Board of Ethics,Plus/minus Gross Adj,10284
2014,Purchase of Services,General Operating Fund,Board of Ethics,Postage,1526
2014,Materials and Supplies,General Operating Fund,Board of Ethics,Printing,20
2014,Purchase of Services,General Operating Fund,Board of Ethics,Repair and Maintenance Charges,6014
2014,Purchase of Services,General Operating Fund,Board of Ethics,Seminar and Training Sessions,2886
2014,Purchase of Services,General Operating Fund,Board of Ethics,Telephone,146
2014,Purchase of Services,General Operating Fund,Board of Ethics,Transportation,4444
2014,Purchase of Services,General Operating Fund,Mayor's Office of Transportation,Dues,2595
2014,Personal Services,General Operating Fund,Mayor's Office of Transportation,Perm Full Time-civilian,517553
2014,Personal Services,General Operating Fund,Mayor's Office of Transportation,Plus/minus Gross Adj,188
2014,Purchase of Services,General Operating Fund,Mayor's Office of Transportation,Professional Consult/spec Services,60001
2014,Purchase of Services,General Operating Fund,Mayor's Office of Transportation,Purchase of Services Control,116000
2014,Purchase of Services,General Operating Fund,Mayor's Office of Transportation,Seminar and Training Sessions,9761
2014,Purchase of Services,General Operating Fund,Mayor's Office of Transportation,Transportation,2840
2014,Personal Services,Water Operating Fund,Mayor's Office of Transportation,Perm Full Time-civilian,208176
2014,Purchase of Services,Grants Revenue Fund,Mayor's Office of Transportation,Commercial off-shelf Comp Software,329
2014,Purchase of Services,Grants Revenue Fund,Mayor's Office of Transportation,Dues,8514
2014,Equipment,Grants Revenue Fund,Mayor's Office of Transportation,Furniture and Furnishings,410
2014,Materials and Supplies,Grants Revenue Fund,Mayor's Office of Transportation,Office Materials and Supplies,550
2014,Personal Services,Grants Revenue Fund,Mayor's Office of Transportation,Perm Full Time-civilian,69697
2014,Materials and Supplies,Grants Revenue Fund,Mayor's Office of Transportation,Printing,20
2014,Purchase of Services,Grants Revenue Fund,Mayor's Office of Transportation,Seminar and Training Sessions,2808
2014,Purchase of Services,Grants Revenue Fund,Mayor's Office of Transportation,Transportation,1099
2014,Personal Services,Airport Operating Fund,Mayor's Office of Transportation,Perm Full Time-civilian,171170
2014,Purchase of Services,General Operating Fund,Youth Commission,Advertising/Promotional Activities,5700
2014,Materials and Supplies,General Operating Fund,Youth Commission,Dry Goods/notions/wearing Apparel,2160
2014,Purchase of Services,General Operating Fund,Youth Commission,Meals-non-travel & officl Entertain,811
2014,Materials and Supplies,General Operating Fund,Youth Commission,Office Materials and Supplies,159
2014,Personal Services,General Operating Fund,Youth Commission,Perm Full Time-civilian,70828
2014,Personal Services,General Operating Fund,Youth Commission,Plus/minus Gross Adj,400
2014,Personal Services,General Operating Fund,Youth Commission,Temporary/seasonal,1460
2014,Purchase of Services,General Operating Fund,Youth Commission,Transportation,1633
2014,Purchase of Services,General Operating Fund,Mayor-Office of The Inspector General,Dues,1150
2014,Purchase of Services,General Operating Fund,Mayor-Office of The Inspector General,Information Technology-prof Service,832
2014,Purchase of Services,General Operating Fund,Mayor-Office of The Inspector General,Legal Services,147
2014,Purchase of Services,General Operating Fund,Mayor-Office of The Inspector General,Meals-non-travel & officl Entertain,693
2014,Materials and Supplies,General Operating Fund,Mayor-Office of The Inspector General,Office Materials and Supplies,2982
2014,Personal Services,General Operating Fund,Mayor-Office of The Inspector General,Perm Full Time-civilian,1207630
2014,Personal Services,General Operating Fund,Mayor-Office of The Inspector General,Plus/minus Gross Adj,361
2014,Materials and Supplies,General Operating Fund,Mayor-Office of The Inspector General,Printing,64
2014,Purchase of Services,General Operating Fund,Mayor-Office of The Inspector General,Professional Consult/spec Services,151195
2014,Purchase of Services,General Operating Fund,Mayor-Office of The Inspector General,Rent/Lease-Purchase Computer Equipment,3809
2014,Purchase of Services,General Operating Fund,Mayor-Office of The Inspector General,Repair and Maintenance Charges,169
2014,Personal Services,General Operating Fund,Mayor-Office of The Inspector General,Salary Control,7500
2014,Purchase of Services,General Operating Fund,Mayor-Office of The Inspector General,Seminar and Training Sessions,14449
2014,Purchase of Services,General Operating Fund,Mayor-Office of The Inspector General,Transportation,9738
2014,Purchase of Services,Grants Revenue Fund,Mayor-Office of The Inspector General,Professional Consult/spec Services,8000
2014,Personal Services,General Operating Fund,Mayors Office-Mural Arts Program,Overtime-civilian,8218
2014,Personal Services,General Operating Fund,Mayors Office-Mural Arts Program,Perm Full Time-civilian,438187
2014,Personal Services,General Operating Fund,Mayors Office-Mural Arts Program,Plus/minus Gross Adj,-898
2014,Purchase of Services,General Operating Fund,Mayors Office-Mural Arts Program,Professional Consult/spec Services,1139896
2014,Personal Services,General Operating Fund,Mayors Office-Mural Arts Program,Salary Control,842
2014,Personal Services,General Operating Fund,City Planning Commission,Board,2560
2014,Materials and Supplies,General Operating Fund,City Planning Commission,Books and Other Publications,631
2014,Materials and Supplies,General Operating Fund,City Planning Commission,Building and Construction,29
2014,Purchase of Services,General Operating Fund,City Planning Commission,Commercial off-shelf Comp Software,5196
2014,Equipment,General Operating Fund,City Planning Commission,Computer Equipment & Peripherals,25192
2014,Purchase of Services,General Operating Fund,City Planning Commission,Court Reporters,125
2014,Purchase of Services,General Operating Fund,City Planning Commission,Dues,2303
2014,Materials and Supplies,General Operating Fund,City Planning Commission,Electrical and Communication,170
2014,Personal Services,General Operating Fund,City Planning Commission,"Holiday ""G""(2/3 Shifts)",75
2014,Materials and Supplies,General Operating Fund,City Planning Commission,Hospital and Laboratory,115
2014,Purchase of Services,General Operating Fund,City Planning Commission,Meals-non-travel & officl Entertain,1711
2014,Materials and Supplies,General Operating Fund,City Planning Commission,Office Materials and Supplies,8656
2014,Personal Services,General Operating Fund,City Planning Commission,Overtime-civilian,150
2014,Personal Services,General Operating Fund,City Planning Commission,Perm Full Time-civilian,2083280
2014,Personal Services,General Operating Fund,City Planning Commission,Plus/minus Gross Adj,55397
2014,Purchase of Services,General Operating Fund,City Planning Commission,Postage,610
2014,Materials and Supplies,General Operating Fund,City Planning Commission,"Precision, Photographic and Artists",2509
2014,Materials and Supplies,General Operating Fund,City Planning Commission,Printing,102
2014,Purchase of Services,General Operating Fund,City Planning Commission,Professional Consult/spec Services,10167
2014,Purchase of Services,General Operating Fund,City Planning Commission,Rents,26676
2014,Purchase of Services,General Operating Fund,City Planning Commission,Repair and Maintenance Charges,609
2014,Personal Services,General Operating Fund,City Planning Commission,Salary Control,51095
2014,Purchase of Services,General Operating Fund,City Planning Commission,Seminar and Training Sessions,15151
2014,Purchase of Services,General Operating Fund,City Planning Commission,Telephone,50
2014,Purchase of Services,General Operating Fund,City Planning Commission,Transportation,9520
2014,Personal Services,Grants Revenue Fund,City Planning Commission,FICA Taxes,3225
2014,Personal Services,Grants Revenue Fund,City Planning Commission,Group Legal Insurance,144
2014,Personal Services,Grants Revenue Fund,City Planning Commission,Group Life Insurance,36
2014,Purchase of Services,Grants Revenue Fund,City Planning Commission,Meals-non-travel & officl Entertain,210
2014,Personal Services,Grants Revenue Fund,City Planning Commission,Medical Health & Welfare Credit,10982
2014,Personal Services,Grants Revenue Fund,City Planning Commission,Medicare Tax,754
2014,Payments to Other Funds,Grants Revenue Fund,City Planning Commission,Payments To General Fund,318
2014,Personal Services,Grants Revenue Fund,City Planning Commission,Pension-actual,5004
2014,Personal Services,Grants Revenue Fund,City Planning Commission,Perm Full Time-civilian,84371
2014,Personal Services,Grants Revenue Fund,City Planning Commission,Plus/minus Gross Adj,2000
2014,Purchase of Services,Grants Revenue Fund,City Planning Commission,Professional Consult/spec Services,299565
2014,Purchase of Services,Grants Revenue Fund,City Planning Commission,Seminar and Training Sessions,20
2014,Purchase of Services,Grants Revenue Fund,City Planning Commission,Transportation,1254
2014,Personal Services,Grants Revenue Fund,City Planning Commission,Worker's Comp-disability Comp,985
2014,Personal Services,Community Development Fund,City Planning Commission,Perm Full Time-civilian,231826
2014,Personal Services,Community Development Fund,City Planning Commission,Plus/minus Gross Adj,7219
2014,Personal Services,Community Development Fund,City Planning Commission,Salary Control,27621
2014,Materials and Supplies,General Operating Fund,Free Library,Agricultural and Botanical,703
2014,Equipment,General Operating Fund,Free Library,Agricultural and Botanical,5882
2014,Materials and Supplies,General Operating Fund,Free Library,Building and Construction,24614
2014,Purchase of Services,General Operating Fund,Free Library,Cleaning and Laundering,19317
2014,Purchase of Services,General Operating Fund,Free Library,Commercial off-shelf Comp Software,81274
2014,Equipment,General Operating Fund,Free Library,Computer Equipment & Peripherals,26513
2014,Materials and Supplies,General Operating Fund,Free Library,Dry Goods/notions/wearing Apparel,10765
2014,Purchase of Services,General Operating Fund,Free Library,Dues,165
2014,Materials and Supplies,General Operating Fund,Free Library,Electrical and Communication,21130
2014,Materials and Supplies,General Operating Fund,Free Library,Fire Fighting and Safety,499
2014,Equipment,General Operating Fund,Free Library,Furniture and Furnishings,26555
2014,Materials and Supplies,General Operating Fund,Free Library,General Hardware and Minor Tools,4067
2014,Personal Services,General Operating Fund,Free Library,"Holiday ""G""(2/3 Shifts)",7363
2014,Materials and Supplies,General Operating Fund,Free Library,Hospital and Laboratory,2971
2014,Equipment,General Operating Fund,Free Library,Janitorial and Laundry,972
2014,Purchase of Services,General Operating Fund,Free Library,Janitorial Services,29999
2014,Materials and Supplies,General Operating Fund,Free Library,"Janitorial, Laundry and Household",66906
2014,Materials and Supplies,General Operating Fund,Free Library,Library Materials,1663215
2014,Purchase of Services,General Operating Fund,Free Library,Licenses Permits Inspection Charges,98
2014,Purchase of Services,General Operating Fund,Free Library,Maint/support-computr Hardware/soft,166494
2014,Purchase of Services,General Operating Fund,Free Library,Meals-non-travel & officl Entertain,24944
2014,Equipment,General Operating Fund,Free Library,Office Equipment,4761
2014,Materials and Supplies,General Operating Fund,Free Library,Office Materials and Supplies,84823
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Free Library,Other Non-automotive,11000
2014,Personal Services,General Operating Fund,Free Library,Overtime-civilian,1252355
2014,Personal Services,General Operating Fund,Free Library,Perm Full Time-civilian,26370883
2014,Personal Services,General Operating Fund,Free Library,Perm Part Time,700674
2014,Materials and Supplies,General Operating Fund,Free Library,Plumbing/air Conditioning/space Htg,1830
2014,Equipment,General Operating Fund,Free Library,Plumbing/air Conditioning/space Htg,6159
2014,Personal Services,General Operating Fund,Free Library,Plus/minus Gross Adj,614803
2014,Materials and Supplies,General Operating Fund,Free Library,"Precision, Photographic and Artists",24002
2014,Materials and Supplies,General Operating Fund,Free Library,Printing,22466
2014,Purchase of Services,General Operating Fund,Free Library,Professional Consult/spec Services,772939
2014,Purchase of Services,General Operating Fund,Free Library,Refuse/garbage/silt/sludge Removal,668
2014,Purchase of Services,General Operating Fund,Free Library,Rents,18585
2014,Purchase of Services,General Operating Fund,Free Library,Repair and Maintenance Charges,684078
2014,Personal Services,General Operating Fund,Free Library,Salary Control,178555
2014,Purchase of Services,General Operating Fund,Free Library,Seminar and Training Sessions,1709
2014,Personal Services,General Operating Fund,Free Library,Shift,49162
2014,Personal Services,General Operating Fund,Free Library,Sick Pay(b Time)-civilian,24663
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Free Library,Sidewalk Falls,175000
2014,Materials and Supplies,General Operating Fund,Free Library,Small Power Tools and Hand Tools,3825
2014,Purchase of Services,General Operating Fund,Free Library,Telephone,909413
2014,Personal Services,General Operating Fund,Free Library,Temporary/seasonal,1602986
2014,Purchase of Services,General Operating Fund,Free Library,Transportation,7312
2014,Purchase of Services,Grants Revenue Fund,Free Library,Advertising/Promotional Activities,625
2014,Materials and Supplies,Grants Revenue Fund,Free Library,Agricultural and Botanical,1244
2014,Equipment,Grants Revenue Fund,Free Library,Agricultural and Botanical,6539
2014,Equipment,Grants Revenue Fund,Free Library,"Bakeshop, Dining Room and Kitchen",6156
2014,Materials and Supplies,Grants Revenue Fund,Free Library,Books and Other Publications,3500
2014,Materials and Supplies,Grants Revenue Fund,Free Library,Building and Construction,185871
2014,Materials and Supplies,Grants Revenue Fund,Free Library,Chemicals and Gases,10344
2014,Purchase of Services,Grants Revenue Fund,Free Library,Cleaning and Laundering,39508
2014,Purchase of Services,Grants Revenue Fund,Free Library,Commercial off-shelf Comp Software,36508
2014,Equipment,Grants Revenue Fund,Free Library,Computer Equipment & Peripherals,49675
2014,Equipment,Grants Revenue Fund,Free Library,"Construction, Dredging, Conveying",1039
2014,Materials and Supplies,Grants Revenue Fund,Free Library,Dry Goods/notions/wearing Apparel,31296
2014,Purchase of Services,Grants Revenue Fund,Free Library,Dues,32857
2014,Materials and Supplies,Grants Revenue Fund,Free Library,Electrical and Communication,89891
2014,Equipment,Grants Revenue Fund,Free Library,Electrical Lighting Communication,32942
2014,Personal Services,Grants Revenue Fund,Free Library,FICA Taxes,8456
2014,Materials and Supplies,Grants Revenue Fund,Free Library,Fire Fighting and Safety,383
2014,Equipment,Grants Revenue Fund,Free Library,Furniture and Furnishings,31655
2014,Materials and Supplies,Grants Revenue Fund,Free Library,Gasoline,380
2014,Materials and Supplies,Grants Revenue Fund,Free Library,General Equipment and Machinery,6500
2014,Equipment,Grants Revenue Fund,Free Library,General Equipment and Machinery,7613
2014,Materials and Supplies,Grants Revenue Fund,Free Library,General Hardware and Minor Tools,57048
2014,Purchase of Services,Grants Revenue Fund,Free Library,Ground and Building Rental,793567
2014,Personal Services,Grants Revenue Fund,Free Library,Group Legal Insurance,381
2014,Personal Services,Grants Revenue Fund,Free Library,Group Life Insurance,609
2014,Personal Services,Grants Revenue Fund,Free Library,"Holiday ""G""(2/3 Shifts)",220
2014,Materials and Supplies,Grants Revenue Fund,Free Library,Hospital and Laboratory,73
2014,Equipment,Grants Revenue Fund,Free Library,Hospital and Laboratory,1745
2014,Equipment,Grants Revenue Fund,Free Library,Janitorial and Laundry,4568
2014,Purchase of Services,Grants Revenue Fund,Free Library,Janitorial Services,67850
2014,Materials and Supplies,Grants Revenue Fund,Free Library,"Janitorial, Laundry and Household",28088
2014,Materials and Supplies,Grants Revenue Fund,Free Library,Library Materials,2205287
2014,Purchase of Services,Grants Revenue Fund,Free Library,Licenses Permits Inspection Charges,1293
2014,Purchase of Services,Grants Revenue Fund,Free Library,Maint/support-computr Hardware/soft,187681
2014,Purchase of Services,Grants Revenue Fund,Free Library,Meals-non-travel & officl Entertain,32525
2014,Personal Services,Grants Revenue Fund,Free Library,Medical Health & Welfare Credit,47938
2014,Personal Services,Grants Revenue Fund,Free Library,Medicare Tax,1589
2014,Equipment,Grants Revenue Fund,Free Library,Office Equipment,4550
2014,Materials and Supplies,Grants Revenue Fund,Free Library,Office Materials and Supplies,103253
2014,Personal Services,Grants Revenue Fund,Free Library,Overtime-civilian,53194
2014,Personal Services,Grants Revenue Fund,Free Library,Pension-actual,39013
2014,Personal Services,Grants Revenue Fund,Free Library,Pension-obligation Bond Payments,18380
2014,Personal Services,Grants Revenue Fund,Free Library,Perm Full Time-civilian,1044121
2014,Personal Services,Grants Revenue Fund,Free Library,Perm Part Time,30688
2014,Materials and Supplies,Grants Revenue Fund,Free Library,Plumbing/air Conditioning/space Htg,38899
2014,Equipment,Grants Revenue Fund,Free Library,Plumbing/air Conditioning/space Htg,13528
2014,Personal Services,Grants Revenue Fund,Free Library,Plus/minus Gross Adj,37931
2014,Purchase of Services,Grants Revenue Fund,Free Library,Postage,143000
2014,Equipment,Grants Revenue Fund,Free Library,"Precision, Photographic and Artists",1299
2014,Materials and Supplies,Grants Revenue Fund,Free Library,"Precision, Photographic and Artists",29124
2014,Materials and Supplies,Grants Revenue Fund,Free Library,Printing,67084
2014,Purchase of Services,Grants Revenue Fund,Free Library,Professional Consult/spec Services,659888
2014,Materials and Supplies,Grants Revenue Fund,Free Library,Recreational and Educational,2665
2014,Purchase of Services,Grants Revenue Fund,Free Library,Refuse/garbage/silt/sludge Removal,946
2014,Purchase of Services,Grants Revenue Fund,Free Library,Rent/Lease-Purchase Computer Equipment,533885
2014,Purchase of Services,Grants Revenue Fund,Free Library,Rents,461668
2014,Purchase of Services,Grants Revenue Fund,Free Library,Repair and Maintenance Charges,683579
2014,Personal Services,Grants Revenue Fund,Free Library,Salary Control,27428
2014,Purchase of Services,Grants Revenue Fund,Free Library,Seminar and Training Sessions,31938
2014,Personal Services,Grants Revenue Fund,Free Library,Shift,1494
2014,Personal Services,Grants Revenue Fund,Free Library,Sick Pay(b Time)-civilian,4870
2014,Materials and Supplies,Grants Revenue Fund,Free Library,Small Power Tools and Hand Tools,18082
2014,Purchase of Services,Grants Revenue Fund,Free Library,Telephone,30315
2014,Personal Services,Grants Revenue Fund,Free Library,Temporary/seasonal,25834
2014,Purchase of Services,Grants Revenue Fund,Free Library,Transportation,81604
2014,Personal Services,Grants Revenue Fund,Free Library,Worker's Comp-disability Comp,4094
2014,Purchase of Services,Undistributed Pension Funds,Board of Pensions,Accounting and Auditing Services,70000
2014,Materials and Supplies,Undistributed Pension Funds,Board of Pensions,Books and Other Publications,1191
2014,Purchase of Services,Undistributed Pension Funds,Board of Pensions,Commercial off-shelf Comp Software,28189
2014,Equipment,Undistributed Pension Funds,Board of Pensions,Computer Equipment & Peripherals,4288
2014,Purchase of Services,Undistributed Pension Funds,Board of Pensions,Court Reporters,7489
2014,Purchase of Services,Undistributed Pension Funds,Board of Pensions,Dues,345
2014,Materials and Supplies,Undistributed Pension Funds,Board of Pensions,Electrical and Communication,7
2014,Personal Services,Undistributed Pension Funds,Board of Pensions,FICA Taxes,194976
2014,Personal Services,Undistributed Pension Funds,Board of Pensions,Flex Cash,32
2014,Materials and Supplies,Undistributed Pension Funds,Board of Pensions,Food,3852
2014,Materials and Supplies,Undistributed Pension Funds,Board of Pensions,General Hardware and Minor Tools,158
2014,Personal Services,Undistributed Pension Funds,Board of Pensions,Group Legal Insurance,5736
2014,Personal Services,Undistributed Pension Funds,Board of Pensions,Group Life Insurance,10647
2014,Materials and Supplies,Undistributed Pension Funds,Board of Pensions,Hospital and Laboratory,5
2014,Purchase of Services,Undistributed Pension Funds,Board of Pensions,Information Technology-prof Service,204375
2014,Purchase of Services,Undistributed Pension Funds,Board of Pensions,Lease Payments-phila Municipal Auth,770000
2014,Purchase of Services,Undistributed Pension Funds,Board of Pensions,Legal Services,54176
2014,Purchase of Services,Undistributed Pension Funds,Board of Pensions,Licenses Permits Inspection Charges,99
2014,Purchase of Services,Undistributed Pension Funds,Board of Pensions,Maint/support-computr Hardware/soft,1000
2014,Personal Services,Undistributed Pension Funds,Board of Pensions,Medical Health & Welfare Credit,815609
2014,Personal Services,Undistributed Pension Funds,Board of Pensions,Medicare Tax,47097
2014,Equipment,Undistributed Pension Funds,Board of Pensions,Office Equipment,695
2014,Materials and Supplies,Undistributed Pension Funds,Board of Pensions,Office Materials and Supplies,20205
2014,Payments to Other Funds,Undistributed Pension Funds,Board of Pensions,Payments To General Fund,178885
2014,Personal Services,Undistributed Pension Funds,Board of Pensions,Pension-actual,1259627
2014,Personal Services,Undistributed Pension Funds,Board of Pensions,Pension-obligation Bond Payments,675971
2014,Personal Services,Undistributed Pension Funds,Board of Pensions,Perm Full Time-civilian,3282973
2014,Personal Services,Undistributed Pension Funds,Board of Pensions,Perm Part Time,1173
2014,Personal Services,Undistributed Pension Funds,Board of Pensions,Plus/minus Gross Adj,14686
2014,Purchase of Services,Undistributed Pension Funds,Board of Pensions,Postage,95783
